asset_id,asset_name,asset_type,parent_unit,process_function,criticality,business_impact,failure_consequence,location,manufacturer,model
A0255,HDS-REACTOR-008,REACTOR,HDS,Chemical_Conversion,Critical,Very_High,Production_Impact,HDS-E32,Emerson,Emerson_REACTOR_602
A0256,HDS-REACTOR-009,REACTOR,HDS,Chemical_Conversion,Critical,Very_High,Production_Impact,HDS-N3,Grundfos,Grundfos_REACTOR_847
A0257,HDS-REACTOR-010,REACTOR,HDS,Chemical_Conversion,Critical,High,Production_Impact,HDS-Z17,Flowserve,Flowserve_REACTOR_697
A0258,HDS-COLUMN-001,COLUMN,HDS,Separation,Critical,High,Unit_Shutdown,HDS-B97,Siemens,Siemens_COLUMN_485
A0259,HDS-COLUMN-002,COLUMN,HDS,Separation,Critical,Very_High,Production_Impact,HDS-P69,Grundfos,Grundfos_COLUMN_485
A0260,HDS-COLUMN-003,COLUMN,HDS,Separation,Critical,High,Production_Impact,HDS-H46,Emerson,Emerson_COLUMN_967
A0261,HDS-COLUMN-004,COLUMN,HDS,Separation,Critical,High,Unit_Shutdown,HDS-S75,Siemens,Siemens_COLUMN_1039
A0262,HDS-COLUMN-005,COLUMN,HDS,Separation,Critical,High,Unit_Shutdown,HDS-D29,Grundfos,Grundfos_COLUMN_711
A0263,HDS-COLUMN-006,COLUMN,HDS,Separation,Critical,Very_High,Unit_Shutdown,HDS-W61,Sulzer,Sulzer_COLUMN_502
A0264,HDS-COLUMN-007,COLUMN,HDS,Separation,Critical,Very_High,Unit_Shutdown,HDS-R36,Siemens,Siemens_COLUMN_263
A0265,HDS-COLUMN-008,COLUMN,HDS,Separation,Critical,Very_High,Unit_Shutdown,HDS-K2,Grundfos,Grundfos_COLUMN_214
A0266,HDS-COLUMN-009,COLUMN,HDS,Separation,Critical,Very_High,Production_Impact,HDS-T59,Siemens,Siemens_COLUMN_661
A0267,HDS-COLUMN-010,COLUMN,HDS,Separation,Critical,Very_High,Unit_Shutdown,HDS-G92,Sulzer,Sulzer_COLUMN_506
A0268,HDS-FURNACE-001,FURNACE,HDS,Heat_Generation,Critical,Very_High,Unit_Shutdown,HDS-U73,GE,GE_FURNACE_284
A0269,HDS-FURNACE-002,FURNACE,HDS,Heat_Generation,Critical,High,Unit_Shutdown,HDS-W4,Siemens,Siemens_FURNACE_943
A0270,HDS-FURNACE-003,FURNACE,HDS,Heat_Generation,Critical,High,Unit_Shutdown,HDS-L81,Honeywell,Honeywell_FURNACE_546
A0271,HDS-FURNACE-004,FURNACE,HDS,Heat_Generation,Critical,High,Unit_Shutdown,HDS-G77,Flowserve,Flowserve_FURNACE_681
A0272,HDS-FURNACE-005,FURNACE,HDS,Heat_Generation,Critical,High,Unit_Shutdown,HDS-R17,Sulzer,Sulzer_FURNACE_380
A0273,HDS-FURNACE-006,FURNACE,HDS,Heat_Generation,Critical,Very_High,Unit_Shutdown,HDS-O85,KSB,KSB_FURNACE_425
A0274,HDS-FURNACE-007,FURNACE,HDS,Heat_Generation,Critical,High,Unit_Shutdown,HDS-E84,Siemens,Siemens_FURNACE_614
A0275,HDS-FURNACE-008,FURNACE,HDS,Heat_Generation,Critical,High,Production_Impact,HDS-S61,Honeywell,Honeywell_FURNACE_1037
A0276,HDS-FURNACE-009,FURNACE,HDS,Heat_Generation,Critical,High,Production_Impact,HDS-B3,GE,GE_FURNACE_219
A0277,HDS-FURNACE-010,FURNACE,HDS,Heat_Generation,Critical,Very_High,Production_Impact,HDS-V55,Flowserve,Flowserve_FURNACE_323
A0278,HDS-VALVE_CONTROL-001,VALVE_CONTROL,HDS,Flow_Control,High,Medium,Quality_Impact,HDS-B13,Siemens,Siemens_VALVE_CONTROL_472
A0279,HDS-VALVE_CONTROL-002,VALVE_CONTROL,HDS,Flow_Control,High,Medium,Quality_Impact,HDS-U88,Siemens,Siemens_VALVE_CONTROL_903
A0280,HDS-VALVE_CONTROL-003,VALVE_CONTROL,HDS,Flow_Control,High,Medium,Production_Impact,HDS-G11,KSB,KSB_VALVE_CONTROL_421
A0281,HDS-VALVE_CONTROL-004,VALVE_CONTROL,HDS,Flow_Control,High,High,Quality_Impact,HDS-R3,Sulzer,Sulzer_VALVE_CONTROL_347
A0282,HDS-VALVE_CONTROL-005,VALVE_CONTROL,HDS,Flow_Control,High,High,Production_Impact,HDS-K99,Flowserve,Flowserve_VALVE_CONTROL_888
A0283,HDS-VALVE_CONTROL-006,VALVE_CONTROL,HDS,Flow_Control,High,High,Quality_Impact,HDS-L34,GE,GE_VALVE_CONTROL_767
A0284,HDS-VALVE_CONTROL-007,VALVE_CONTROL,HDS,Flow_Control,High,High,Production_Impact,HDS-L28,Flowserve,Flowserve_VALVE_CONTROL_357
A0285,HDS-VALVE_CONTROL-008,VALVE_CONTROL,HDS,Flow_Control,High,Medium,Quality_Impact,HDS-P97,Honeywell,Honeywell_VALVE_CONTROL_819
A0286,HDS-VALVE_CONTROL-009,VALVE_CONTROL,HDS,Flow_Control,High,High,Quality_Impact,HDS-H35,Sulzer,Sulzer_VALVE_CONTROL_238
A0287,HDS-VALVE_CONTROL-010,VALVE_CONTROL,HDS,Flow_Control,High,High,Production_Impact,HDS-Q71,Siemens,Siemens_VALVE_CONTROL_886
A0288,HDS-VALVE_CONTROL-011,VALVE_CONTROL,HDS,Flow_Control,High,High,Production_Impact,HDS-G98,Siemens,Siemens_VALVE_CONTROL_287
A0289,HDS-ANALYZER-001,ANALYZER,HDS,Quality_Measurement,Medium,Medium,Maintenance_Required,HDS-Y66,KSB,KSB_ANALYZER_897
A0290,HDS-ANALYZER-002,ANALYZER,HDS,Quality_Measurement,Medium,Low,Quality_Impact,HDS-A65,KSB,KSB_ANALYZER_987
A0291,HDS-ANALYZER-003,ANALYZER,HDS,Quality_Measurement,Medium,Medium,Maintenance_Required,HDS-Z86,GE,GE_ANALYZER_869
A0292,HDS-ANALYZER-004,ANALYZER,HDS,Quality_Measurement,Medium,Low,Maintenance_Required,HDS-Z90,Sulzer,Sulzer_ANALYZER_682
A0293,HDS-ANALYZER-005,ANALYZER,HDS,Quality_Measurement,Medium,Low,Maintenance_Required,HDS-X55,Emerson,Emerson_ANALYZER_874
A0294,HDS-ANALYZER-006,ANALYZER,HDS,Quality_Measurement,Medium,Low,Maintenance_Required,HDS-J34,Grundfos,Grundfos_ANALYZER_333
A0295,HDS-ANALYZER-007,ANALYZER,HDS,Quality_Measurement,Medium,Medium,Quality_Impact,HDS-D82,GE,GE_ANALYZER_775
A0296,HDS-ANALYZER-008,ANALYZER,HDS,Quality_Measurement,Medium,Low,Maintenance_Required,HDS-V26,Flowserve,Flowserve_ANALYZER_131
A0297,HDS-ANALYZER-009,ANALYZER,HDS,Quality_Measurement,Medium,Medium,Maintenance_Required,HDS-Z5,KSB,KSB_ANALYZER_784
A0298,HDS-ANALYZER-010,ANALYZER,HDS,Quality_Measurement,Medium,Medium,Quality_Impact,HDS-S79,Siemens,Siemens_ANALYZER_381
A0299,CCR-PUMP-001,PUMP,CCR,Fluid_Transport,High,Medium,Production_Impact,CCR-Z93,KSB,KSB_PUMP_833
A0300,CCR-PUMP-002,PUMP,CCR,Fluid_Transport,High,High,Production_Impact,CCR-T15,Grundfos,Grundfos_PUMP_1026
A0301,CCR-PUMP-003,PUMP,CCR,Fluid_Transport,High,High,Quality_Impact,CCR-S96,Flowserve,Flowserve_PUMP_1058
A0302,CCR-PUMP-004,PUMP,CCR,Fluid_Transport,High,Medium,Quality_Impact,CCR-V26,Siemens,Siemens_PUMP_681
A0303,CCR-PUMP-005,PUMP,CCR,Fluid_Transport,High,High,Production_Impact,CCR-I50,KSB,KSB_PUMP_345
A0304,CCR-PUMP-006,PUMP,CCR,Fluid_Transport,High,Medium,Quality_Impact,CCR-J11,GE,GE_PUMP_490
A0305,CCR-PUMP-007,PUMP,CCR,Fluid_Transport,High,High,Production_Impact,CCR-J41,Honeywell,Honeywell_PUMP_746
A0306,CCR-COMPRESSOR-001,COMPRESSOR,CCR,Gas_Compression,Critical,Very_High,Production_Impact,CCR-Y51,GE,GE_COMPRESSOR_130
A0307,CCR-COMPRESSOR-002,COMPRESSOR,CCR,Gas_Compression,Critical,High,Unit_Shutdown,CCR-Y38,Flowserve,Flowserve_COMPRESSOR_574
A0308,CCR-COMPRESSOR-003,COMPRESSOR,CCR,Gas_Compression,Critical,High,Unit_Shutdown,CCR-V80,GE,GE_COMPRESSOR_1002
A0309,CCR-COMPRESSOR-004,COMPRESSOR,CCR,Gas_Compression,Critical,High,Production_Impact,CCR-K10,Flowserve,Flowserve_COMPRESSOR_575
A0310,CCR-COMPRESSOR-005,COMPRESSOR,CCR,Gas_Compression,Critical,High,Production_Impact,CCR-H45,Sulzer,Sulzer_COMPRESSOR_796
A0311,CCR-COMPRESSOR-006,COMPRESSOR,CCR,Gas_Compression,Critical,High,Unit_Shutdown,CCR-C62,Flowserve,Flowserve_COMPRESSOR_148
A0312,CCR-COMPRESSOR-007,COMPRESSOR,CCR,Gas_Compression,Critical,High,Production_Impact,CCR-G66,Siemens,Siemens_COMPRESSOR_645
A0313,CCR-COMPRESSOR-008,COMPRESSOR,CCR,Gas_Compression,Critical,High,Unit_Shutdown,CCR-T27,Emerson,Emerson_COMPRESSOR_728
A0314,CCR-COMPRESSOR-009,COMPRESSOR,CCR,Gas_Compression,Critical,Very_High,Unit_Shutdown,CCR-B48,KSB,KSB_COMPRESSOR_378
A0315,CCR-HEAT_EXCHANGER-001,HEAT_EXCHANGER,CCR,Heat_Transfer,Medium,Low,Maintenance_Required,CCR-B99,Flowserve,Flowserve_HEAT_EXCHANGER_751
A0316,CCR-HEAT_EXCHANGER-002,HEAT_EXCHANGER,CCR,Heat_Transfer,Medium,Low,Quality_Impact,CCR-U1,KSB,KSB_HEAT_EXCHANGER_171
A0317,CCR-HEAT_EXCHANGER-003,HEAT_EXCHANGER,CCR,Heat_Transfer,Medium,Low,Quality_Impact,CCR-K56,KSB,KSB_HEAT_EXCHANGER_1032
A0318,CCR-HEAT_EXCHANGER-004,HEAT_EXCHANGER,CCR,Heat_Transfer,Medium,Medium,Maintenance_Required,CCR-Z99,Honeywell,Honeywell_HEAT_EXCHANGER_345
A0319,CCR-HEAT_EXCHANGER-005,HEAT_EXCHANGER,CCR,Heat_Transfer,Medium,Low,Quality_Impact,CCR-R24,Flowserve,Flowserve_HEAT_EXCHANGER_1040
A0320,CCR-HEAT_EXCHANGER-006,HEAT_EXCHANGER,CCR,Heat_Transfer,Medium,Low,Maintenance_Required,CCR-W33,Siemens,Siemens_HEAT_EXCHANGER_829
A0321,CCR-REACTOR-001,REACTOR,CCR,Chemical_Conversion,Critical,High,Unit_Shutdown,CCR-J54,Siemens,Siemens_REACTOR_245
A0322,CCR-REACTOR-002,REACTOR,CCR,Chemical_Conversion,Critical,Very_High,Unit_Shutdown,CCR-G39,Grundfos,Grundfos_REACTOR_878
A0323,CCR-REACTOR-003,REACTOR,CCR,Chemical_Conversion,Critical,High,Production_Impact,CCR-F59,Sulzer,Sulzer_REACTOR_916
A0324,CCR-REACTOR-004,REACTOR,CCR,Chemical_Conversion,Critical,High,Unit_Shutdown,CCR-U42,Siemens,Siemens_REACTOR_216
A0325,CCR-REACTOR-005,REACTOR,CCR,Chemical_Conversion,Critical,Very_High,Unit_Shutdown,CCR-F23,Sulzer,Sulzer_REACTOR_947
A0326,CCR-REACTOR-006,REACTOR,CCR,Chemical_Conversion,Critical,Very_High,Unit_Shutdown,CCR-O70,GE,GE_REACTOR_769
A0327,CCR-REACTOR-007,REACTOR,CCR,Chemical_Conversion,Critical,Very_High,Unit_Shutdown,CCR-L96,KSB,KSB_REACTOR_760
A0328,CCR-REACTOR-008,REACTOR,CCR,Chemical_Conversion,Critical,High,Production_Impact,CCR-T12,Flowserve,Flowserve_REACTOR_352
A0329,CCR-COLUMN-001,COLUMN,CCR,Separation,Critical,High,Production_Impact,CCR-U29,KSB,KSB_COLUMN_1012
A0330,CCR-COLUMN-002,COLUMN,CCR,Separation,Critical,High,Unit_Shutdown,CCR-D65,Honeywell,Honeywell_COLUMN_830
A0331,CCR-COLUMN-003,COLUMN,CCR,Separation,Critical,Very_High,Unit_Shutdown,CCR-N58,Grundfos,Grundfos_COLUMN_239
A0332,CCR-COLUMN-004,COLUMN,CCR,Separation,Critical,Very_High,Unit_Shutdown,CCR-N45,Emerson,Emerson_COLUMN_600
A0333,CCR-COLUMN-005,COLUMN,CCR,Separation,Critical,Very_High,Production_Impact,CCR-Y90,Sulzer,Sulzer_COLUMN_684
A0334,CCR-COLUMN-006,COLUMN,CCR,Separation,Critical,Very_High,Unit_Shutdown,CCR-P94,Honeywell,Honeywell_COLUMN_913
A0335,CCR-COLUMN-007,COLUMN,CCR,Separation,Critical,Very_High,Production_Impact,CCR-H99,Grundfos,Grundfos_COLUMN_578
A0336,CCR-COLUMN-008,COLUMN,CCR,Separation,Critical,High,Unit_Shutdown,CCR-Z99,GE,GE_COLUMN_378
A0337,CCR-COLUMN-009,COLUMN,CCR,Separation,Critical,Very_High,Production_Impact,CCR-E97,Emerson,Emerson_COLUMN_192
A0338,CCR-FURNACE-001,FURNACE,CCR,Heat_Generation,Critical,Very_High,Unit_Shutdown,CCR-E16,Flowserve,Flowserve_FURNACE_1077
A0339,CCR-FURNACE-002,FURNACE,CCR,Heat_Generation,Critical,High,Unit_Shutdown,CCR-T80,GE,GE_FURNACE_948
A0340,CCR-FURNACE-003,FURNACE,CCR,Heat_Generation,Critical,High,Production_Impact,CCR-H27,Flowserve,Flowserve_FURNACE_762
A0341,CCR-FURNACE-004,FURNACE,CCR,Heat_Generation,Critical,High,Production_Impact,CCR-M36,Sulzer,Sulzer_FURNACE_508
A0342,CCR-FURNACE-005,FURNACE,CCR,Heat_Generation,Critical,Very_High,Production_Impact,CCR-G11,Grundfos,Grundfos_FURNACE_237
A0343,CCR-FURNACE-006,FURNACE,CCR,Heat_Generation,Critical,Very_High,Production_Impact,CCR-K58,Honeywell,Honeywell_FURNACE_279
A0344,CCR-FURNACE-007,FURNACE,CCR,Heat_Generation,Critical,High,Production_Impact,CCR-L80,Honeywell,Honeywell_FURNACE_677
A0345,CCR-FURNACE-008,FURNACE,CCR,Heat_Generation,Critical,High,Production_Impact,CCR-C76,Grundfos,Grundfos_FURNACE_955
A0346,CCR-VALVE_CONTROL-001,VALVE_CONTROL,CCR,Flow_Control,High,High,Quality_Impact,CCR-R70,Sulzer,Sulzer_VALVE_CONTROL_544
A0347,CCR-VALVE_CONTROL-002,VALVE_CONTROL,CCR,Flow_Control,High,High,Production_Impact,CCR-K76,Sulzer,Sulzer_VALVE_CONTROL_685
A0348,CCR-VALVE_CONTROL-003,VALVE_CONTROL,CCR,Flow_Control,High,Medium,Production_Impact,CCR-Q22,Emerson,Emerson_VALVE_CONTROL_332
A0349,CCR-VALVE_CONTROL-004,VALVE_CONTROL,CCR,Flow_Control,High,High,Quality_Impact,CCR-M50,Grundfos,Grundfos_VALVE_CONTROL_489
A0350,CCR-VALVE_CONTROL-005,VALVE_CONTROL,CCR,Flow_Control,High,High,Production_Impact,CCR-H34,Grundfos,Grundfos_VALVE_CONTROL_428
A0351,CCR-VALVE_CONTROL-006,VALVE_CONTROL,CCR,Flow_Control,High,High,Production_Impact,CCR-O25,Honeywell,Honeywell_VALVE_CONTROL_166
A0352,CCR-VALVE_CONTROL-007,VALVE_CONTROL,CCR,Flow_Control,High,High,Production_Impact,CCR-K25,Sulzer,Sulzer_VALVE_CONTROL_541
A0353,CCR-ANALYZER-001,ANALYZER,CCR,Quality_Measurement,Medium,Medium,Maintenance_Required,CCR-X95,Siemens,Siemens_ANALYZER_878
A0354,CCR-ANALYZER-002,ANALYZER,CCR,Quality_Measurement,Medium,Low,Maintenance_Required,CCR-N36,GE,GE_ANALYZER_840
A0355,CCR-ANALYZER-003,ANALYZER,CCR,Quality_Measurement,Medium,Medium,Maintenance_Required,CCR-S56,KSB,KSB_ANALYZER_159
A0356,CCR-ANALYZER-004,ANALYZER,CCR,Quality_Measurement,Medium,Low,Maintenance_Required,CCR-J11,Grundfos,Grundfos_ANALYZER_677
A0357,CCR-ANALYZER-005,ANALYZER,CCR,Quality_Measurement,Medium,Medium,Maintenance_Required,CCR-N28,KSB,KSB_ANALYZER_555
A0358,CCR-ANALYZER-006,ANALYZER,CCR,Quality_Measurement,Medium,Low,Maintenance_Required,CCR-Z90,Honeywell,Honeywell_ANALYZER_691
A0359,CCR-ANALYZER-007,ANALYZER,CCR,Quality_Measurement,Medium,Low,Maintenance_Required,CCR-N35,KSB,KSB_ANALYZER_911
A0360,ALKYL-PUMP-001,PUMP,ALKYL,Fluid_Transport,High,High,Production_Impact,ALKYL-L67,GE,GE_PUMP_649
A0361,ALKYL-PUMP-002,PUMP,ALKYL,Fluid_Transport,High,High,Production_Impact,ALKYL-P84,Siemens,Siemens_PUMP_580
A0362,ALKYL-PUMP-003,PUMP,ALKYL,Fluid_Transport,High,High,Production_Impact,ALKYL-C35,Siemens,Siemens_PUMP_549
A0363,ALKYL-PUMP-004,PUMP,ALKYL,Fluid_Transport,High,High,Quality_Impact,ALKYL-I30,Grundfos,Grundfos_PUMP_894
A0364,ALKYL-PUMP-005,PUMP,ALKYL,Fluid_Transport,High,Medium,Production_Impact,ALKYL-Q90,Flowserve,Flowserve_PUMP_349
A0365,ALKYL-COMPRESSOR-001,COMPRESSOR,ALKYL,Gas_Compression,Critical,Very_High,Unit_Shutdown,ALKYL-B28,Siemens,Siemens_COMPRESSOR_362
A0366,ALKYL-COMPRESSOR-002,COMPRESSOR,ALKYL,Gas_Compression,Critical,Very_High,Production_Impact,ALKYL-J15,Sulzer,Sulzer_COMPRESSOR_808
A0367,ALKYL-COMPRESSOR-003,COMPRESSOR,ALKYL,Gas_Compression,Critical,High,Production_Impact,ALKYL-N69,KSB,KSB_COMPRESSOR_527
A0368,ALKYL-COMPRESSOR-004,COMPRESSOR,ALKYL,Gas_Compression,Critical,High,Production_Impact,ALKYL-I81,GE,GE_COMPRESSOR_662
A0369,ALKYL-COMPRESSOR-005,COMPRESSOR,ALKYL,Gas_Compression,Critical,High,Production_Impact,ALKYL-Y71,Grundfos,Grundfos_COMPRESSOR_273
A0370,ALKYL-COMPRESSOR-006,COMPRESSOR,ALKYL,Gas_Compression,Critical,Very_High,Unit_Shutdown,ALKYL-D49,Flowserve,Flowserve_COMPRESSOR_669
A0371,ALKYL-HEAT_EXCHANGER-001,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Medium,Quality_Impact,ALKYL-E13,Honeywell,Honeywell_HEAT_EXCHANGER_138
A0372,ALKYL-HEAT_EXCHANGER-002,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Low,Maintenance_Required,ALKYL-W97,Honeywell,Honeywell_HEAT_EXCHANGER_386
A0373,ALKYL-HEAT_EXCHANGER-003,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Medium,Maintenance_Required,ALKYL-D99,Emerson,Emerson_HEAT_EXCHANGER_386
A0374,ALKYL-HEAT_EXCHANGER-004,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Medium,Maintenance_Required,ALKYL-S46,Honeywell,Honeywell_HEAT_EXCHANGER_876
A0375,ALKYL-HEAT_EXCHANGER-005,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Low,Quality_Impact,ALKYL-N44,Emerson,Emerson_HEAT_EXCHANGER_1087
A0376,ALKYL-HEAT_EXCHANGER-006,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Medium,Maintenance_Required,ALKYL-E93,KSB,KSB_HEAT_EXCHANGER_187
A0377,ALKYL-HEAT_EXCHANGER-007,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Low,Maintenance_Required,ALKYL-A97,Sulzer,Sulzer_HEAT_EXCHANGER_894
A0378,ALKYL-REACTOR-001,REACTOR,ALKYL,Chemical_Conversion,Critical,High,Unit_Shutdown,ALKYL-R46,Honeywell,Honeywell_REACTOR_753
A0379,ALKYL-REACTOR-002,REACTOR,ALKYL,Chemical_Conversion,Critical,Very_High,Production_Impact,ALKYL-V70,KSB,KSB_REACTOR_601
A0380,ALKYL-REACTOR-003,REACTOR,ALKYL,Chemical_Conversion,Critical,High,Unit_Shutdown,ALKYL-V89,Flowserve,Flowserve_REACTOR_709
A0381,ALKYL-REACTOR-004,REACTOR,ALKYL,Chemical_Conversion,Critical,High,Production_Impact,ALKYL-T56,Siemens,Siemens_REACTOR_809
